days_to_return_request,return_window_days,within_return_window,order_value_inr,discount_applied,discount_percent,customer_total_orders,customer_past_returns,customer_return_rate,customer_account_age_days,same_address_accounts,item_returned_matches_order,delivery_confirmed,claimed_non_delivery,return_pickup_attempted,return_pickup_successful,return_request_weekday,return_after_weekend,refund_amount_inr,previous_fraud_flag,support_contacts_pre_return,refund_ratio,high_value_high_returner,new_account_flag,multi_account_flag,false_non_delivery,pickup_failed_flag,discount_abuse_flag,weekend_return_flag,pre_return_support_flag,return_reason_enc,item_condition_enc,cat_accessories,cat_clothing,cat_electronics,cat_footwear,cat_home_decor
13,14,1,2218.57,0,0,9,0,0.0,890,1,1,1,0,1,1,0,1,2107.64,0,0,0.95,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0
12,14,1,1807.65,0,0,4,1,0.25,1264,1,1,1,0,1,1,5,0,1717.27,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,14,1,2111.65,0,0,18,6,0.333,216,1,0,1,0,1,1,1,1,1975.97,1,0,0.9357,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
15,30,1,1397.93,0,0,25,2,0.08,1745,1,1,1,0,1,1,1,1,1328.03,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,7,1,1659.24,0,0,17,1,0.059,455,1,1,1,0,1,1,2,0,1576.28,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
14,30,1,3655.27,1,18,3,3,1.0,1610,2,1,1,0,1,1,4,0,3472.51,0,0,0.95,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9,30,1,916.73,1,23,7,1,0.143,383,1,1,1,0,1,1,3,0,870.89,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,14,0,1684.37,1,24,11,2,0.182,1660,1,1,1,0,1,0,0,1,1600.15,0,0,0.95,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1
6,7,1,946.97,0,0,22,3,0.136,1562,1,1,1,0,1,1,1,1,899.62,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
4,14,1,3452.07,1,30,11,7,0.636,175,2,0,1,1,1,1,6,0,3126.08,0,0,0.9056,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
7,30,1,730.68,0,0,13,2,0.154,890,1,1,1,0,1,1,0,1,694.15,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17,30,1,3554.73,0,0,16,0,0.0,647,1,1,1,0,1,1,2,0,3376.99,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,14,1,3207.21,1,35,6,9,1.0,357,2,1,1,1,1,0,6,0,3180.18,1,0,0.9916,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0
1,7,1,3169.72,0,0,19,5,0.263,161,1,1,1,1,0,0,2,0,3140.3,1,3,0.9907,0,0,0,1,0,0,0,1,4,2,0,0,1,0,0
9,14,1,2835.15,0,0,18,2,0.111,312,1,1,1,0,1,1,2,0,2693.39,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
10,7,0,447.65,1,14,16,1,0.062,1710,1,1,1,0,1,1,4,0,425.27,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
4,7,1,2394.7,1,41,19,8,0.421,117,1,1,1,1,1,1,4,0,2239.74,0,0,0.9353,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
10,14,1,1601.7,0,0,6,3,0.5,1152,1,1,1,0,1,1,0,1,1521.62,0,0,0.95,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
13,14,1,1844.83,0,0,10,3,0.3,1776,1,1,1,0,1,1,0,1,1752.59,0,0,0.95,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0
4,7,1,200.0,0,0,29,0,0.0,1126,1,1,1,0,1,1,2,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
19,14,0,4802.65,1,31,11,3,0.273,351,2,0,1,0,1,0,4,0,4529.4,0,0,0.9431,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0
20,14,0,1074.9,0,0,29,3,0.103,328,1,1,1,0,1,1,4,0,1021.16,0,1,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
20,30,1,1523.01,0,0,14,1,0.071,308,1,1,1,0,1,1,3,0,1446.86,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
7,30,1,277.08,0,0,17,1,0.059,1143,1,1,1,0,1,1,0,1,263.23,0,0,0.95,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0
18,14,0,2711.62,1,15,16,3,0.188,448,1,1,1,0,1,1,4,0,2576.04,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
3,14,1,1082.58,0,0,19,0,0.0,351,2,1,1,0,1,1,3,0,1028.45,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,14,1,1192.92,0,0,7,2,0.286,1382,1,1,1,0,1,1,0,1,1133.27,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
5,14,1,1837.83,0,0,12,1,0.083,806,1,1,1,0,1,1,4,0,1745.94,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
5,14,1,1100.96,0,0,1,2,1.0,1315,1,1,1,0,1,1,0,1,1045.91,0,1,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
11,14,1,3077.12,0,0,11,5,0.455,58,1,0,1,0,1,1,2,0,2820.18,1,1,0.9165,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0
2,14,1,2152.52,1,29,14,9,0.643,87,1,1,1,1,1,1,3,0,2056.95,1,1,0.9556,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0
4,14,1,2191.58,1,18,28,3,0.107,896,1,1,1,0,1,1,1,1,2082.0,0,1,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
7,30,1,916.3,0,0,3,0,0.0,1517,1,1,1,0,1,1,0,1,870.48,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4,30,1,4192.6,0,0,2,3,1.0,122,2,1,1,1,1,1,1,1,3798.23,1,2,0.9059,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0
11,7,0,1212.58,1,6,13,3,0.231,1412,1,1,1,0,1,1,5,0,1151.95,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,14,1,594.82,0,0,27,2,0.074,1427,1,1,1,0,1,1,0,1,565.08,0,0,0.95,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0
15,30,1,693.19,1,10,3,2,0.667,1183,2,1,1,0,1,1,4,0,658.53,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
17,30,1,200.0,1,18,20,0,0.0,1643,2,1,1,0,1,1,1,1,190.0,0,0,0.95,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
13,14,1,2503.23,0,0,9,0,0.0,482,1,1,1,0,1,1,3,0,2378.07,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,14,1,1337.15,1,16,8,2,0.25,1123,1,1,1,0,1,1,6,0,1270.29,0,1,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
18,7,0,2504.67,0,0,26,2,0.077,655,1,1,1,0,1,1,0,1,2379.44,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
11,7,0,1892.56,0,0,16,0,0.0,1785,1,1,1,0,1,1,5,0,1797.93,0,1,0.95,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
17,30,1,1609.05,0,0,15,3,0.2,212,1,1,1,0,1,1,0,1,1528.6,0,0,0.95,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
17,14,0,2954.86,0,0,13,3,0.231,1714,1,1,1,0,1,1,0,1,2807.12,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5,30,1,4680.2,1,27,8,8,1.0,252,1,0,1,0,1,1,0,1,4493.85,0,2,0.9602,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0
3,14,1,871.96,1,24,26,0,0.0,1780,1,1,1,0,1,1,2,0,828.36,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
13,7,0,1610.39,1,7,29,1,0.034,148,1,1,1,0,1,0,1,1,1529.87,0,0,0.95,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1
16,14,0,1270.88,0,0,9,1,0.111,654,2,1,1,0,1,0,0,1,1207.34,0,0,0.95,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
20,14,0,1650.31,1,23,23,3,0.13,1044,1,1,1,0,1,1,0,1,1567.79,0,1,0.95,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0
19,14,0,2203.35,1,23,22,3,0.136,947,1,1,1,0,1,0,4,0,2093.18,0,0,0.95,0,0,0,0,1,0,0,0,3,2,0,1,0,0,0
15,7,0,223.91,0,0,24,2,0.083,1002,1,1,1,0,1,0,2,0,212.71,0,1,0.95,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15,14,0,919.98,0,0,14,0,0.0,1364,1,1,1,0,1,1,0,1,873.98,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
10,14,1,626.43,0,0,29,1,0.034,1482,2,1,1,0,1,1,3,0,595.11,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
11,14,1,1382.41,0,0,11,1,0.091,1145,1,1,1,0,1,1,6,0,1313.29,0,2,0.95,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,30,1,2277.54,0,0,29,3,0.103,214,2,1,1,0,1,1,3,0,2163.66,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
19,14,0,929.13,1,7,10,0,0.0,615,1,1,1,0,1,1,4,0,882.67,0,0,0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,30,1,1067.05,0,0,9,2,0.222,1171,1,1,1,0,1,1,6,0,1013.7,0,0,0.95,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
16,14,0,1279.48,1,24,22,1,0.045,122,1,1,1,0,1,1,4,0,1215.51,0,0,0.95,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0
18,14,0,1719.97,0,0,9,3,0.333,438,1,1,1,0,1,1,5,0,1633.97,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
18,14,0,1411.88,0,0,23,0,0.0,232,2,1,1,0,1,1,6,0,1341.29,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,14,0,3463.29,1,29,12,6,0.5,184,1,0,1,0,1,1,3,0,3276.17,0,0,0.946,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1
16,14,0,650.28,1,20,9,0,0.0,551,1,1,1,0,1,1,0,1,617.77,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
10,14,1,2063.23,1,23,19,2,0.105,295,1,1,1,0,1,0,3,0,1960.07,0,0,0.95,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0
18,14,0,2045.33,0,0,9,0,0.0,821,1,1,1,0,1,1,3,0,1943.06,0,0,0.95,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0
4,7,1,1862.46,0,0,5,1,0.2,1609,2,1,1,0,1,1,6,0,1769.34,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12,30,1,1282.46,0,0,5,1,0.2,1677,1,1,1,0,1,1,2,0,1218.34,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0
18,7,0,2548.67,0,0,12,2,0.167,912,1,1,1,0,1,1,2,0,2421.24,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
8,14,1,2691.86,0,0,12,1,0.083,1762,1,1,1,0,1,1,2,0,2557.27,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
20,30,1,1111.04,0,0,2,2,1.0,1496,1,1,1,0,1,1,5,0,1055.49,0,2,0.95,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
19,14,0,5538.86,1,42,7,3,0.429,170,2,0,1,1,1,1,0,1,5302.05,0,2,0.9572,1,0,0,1,0,1,1,1,3,1,0,0,0,0,1
8,30,1,2257.73,0,0,10,2,0.2,938,1,1,1,0,1,1,2,0,2144.84,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
15,14,0,200.0,1,5,11,1,0.091,244,1,1,1,0,1,1,0,1,190.0,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
20,14,0,780.29,1,9,24,0,0.0,1213,1,1,1,0,1,1,1,1,741.28,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
20,7,0,1335.75,1,11,4,1,0.25,1038,1,1,1,0,1,1,6,0,1268.96,0,2,0.95,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
11,14,1,289.93,0,0,21,2,0.095,1092,1,1,1,0,1,1,3,0,275.43,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
20,30,1,2162.86,0,0,26,1,0.038,256,1,1,1,0,1,1,3,0,2054.72,0,1,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
4,14,1,2364.9,1,8,14,0,0.0,502,1,1,0,1,1,1,2,0,2246.66,0,1,0.95,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19,14,0,788.85,1,17,9,2,0.222,604,1,1,1,0,1,1,1,1,749.41,0,0,0.95,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
12,30,1,1240.05,0,0,24,2,0.083,916,1,1,1,0,1,1,1,1,1178.05,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13,30,1,200.0,0,0,6,3,0.5,686,1,1,1,0,1,1,5,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
14,30,1,922.82,1,14,28,0,0.0,273,1,1,1,0,1,1,5,0,876.68,0,1,0.95,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
9,30,1,3194.45,0,0,25,1,0.04,1331,1,1,1,0,1,1,2,0,3034.73,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
9,7,0,1464.18,0,0,5,2,0.4,837,1,1,1,0,1,0,5,0,1390.97,0,0,0.95,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
15,30,1,971.2,0,0,23,1,0.043,920,1,1,1,0,1,1,0,1,922.64,0,0,0.95,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0
17,30,1,1995.54,0,0,13,1,0.077,1415,1,0,1,0,1,1,5,0,1895.76,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
15,14,0,3769.21,1,25,10,6,0.6,97,3,0,1,0,1,1,0,1,3562.97,0,0,0.9453,1,0,1,0,0,0,1,0,1,3,1,0,0,0,0
15,7,0,1596.0,0,0,2,3,1.0,1310,1,1,1,0,1,1,4,0,1516.2,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0
13,14,1,2567.23,0,0,12,0,0.0,977,1,1,1,0,1,1,0,1,2438.87,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
17,14,0,1768.35,1,21,1,1,1.0,1598,1,1,1,0,1,1,5,0,1679.93,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0
20,7,0,2528.07,0,0,19,1,0.053,535,1,1,1,0,1,1,2,0,2401.67,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,14,0,1014.25,0,0,15,0,0.0,1051,2,1,1,0,1,0,2,0,963.54,0,0,0.95,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18,7,0,2433.62,0,0,4,0,0.0,1419,1,1,1,0,1,1,6,0,2311.94,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
6,14,1,769.35,1,23,13,2,0.154,1771,1,1,1,0,1,1,3,0,730.88,0,2,0.95,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
11,7,0,1994.9,0,0,9,2,0.222,383,1,1,1,0,1,1,4,0,1895.16,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
8,7,0,861.85,0,0,5,0,0.0,911,2,1,1,0,1,1,4,0,818.76,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16,14,0,2164.44,0,0,22,3,0.136,218,1,1,1,0,1,1,5,0,2056.22,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
19,7,0,873.9,0,0,15,0,0.0,1015,1,1,1,0,1,1,5,0,830.2,0,0,0.95,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0
14,14,1,1091.76,0,0,29,3,0.103,694,1,1,1,0,1,1,1,1,1037.17,0,1,0.95,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0
20,7,0,1819.36,1,6,19,0,0.0,642,1,1,1,0,1,1,6,0,1728.39,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,14,1,1948.85,0,0,15,1,0.067,1610,1,1,1,0,1,1,4,0,1851.41,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,30,1,4671.27,0,0,11,7,0.636,276,3,1,1,1,1,1,0,1,4442.42,0,3,0.951,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0
3,7,1,1317.25,1,22,15,2,0.133,1331,1,1,1,0,1,1,6,0,1251.39,0,1,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
14,14,1,1975.8,0,0,20,2,0.1,805,1,1,1,0,1,1,2,0,1877.01,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
7,30,1,1224.22,0,0,26,2,0.077,519,1,1,1,0,1,1,1,1,1163.01,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3,30,1,1715.12,0,0,15,0,0.0,1141,1,1,1,0,1,1,1,1,1629.36,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
7,7,1,3454.47,0,0,8,9,1.0,36,1,1,1,0,1,1,1,1,3313.47,0,0,0.9592,1,0,0,0,0,0,1,0,4,2,0,0,0,1,0
24,14,0,3427.98,1,47,13,5,0.385,297,3,0,1,0,1,0,4,0,3094.44,0,1,0.9027,0,0,1,0,1,1,0,0,1,3,0,1,0,0,0
13,30,1,1153.61,0,0,12,1,0.083,1129,2,1,1,0,1,1,0,1,1095.93,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
20,7,0,1930.43,1,19,22,3,0.136,325,1,1,0,0,1,1,6,0,1833.91,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
19,14,0,2647.36,1,9,5,0,0.0,1130,1,1,1,0,1,1,2,0,2514.99,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
18,30,1,2915.14,0,0,26,1,0.038,1008,1,1,1,0,1,1,3,0,2769.38,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
18,14,0,1149.06,1,22,14,1,0.071,907,1,1,1,0,1,1,0,1,1091.61,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
9,30,1,2097.91,0,0,7,2,0.286,746,1,1,1,0,1,1,5,0,1993.01,0,1,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7,1,1442.29,0,0,4,1,0.25,1731,1,1,1,0,1,1,5,0,1370.18,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5,7,1,833.29,1,9,16,3,0.188,206,1,1,1,0,1,0,5,0,791.63,0,0,0.95,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
9,30,1,2350.75,0,0,1,3,1.0,1219,1,1,1,0,1,1,1,1,2233.21,0,1,0.95,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0
2,14,1,3028.92,0,0,2,3,1.0,19,3,0,1,1,1,0,5,0,2754.01,0,0,0.9092,1,1,1,1,1,0,0,0,3,2,0,0,0,1,0
17,7,0,241.58,0,0,1,0,0.0,166,1,1,1,0,1,1,1,1,229.5,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16,14,0,2182.14,1,21,14,1,0.071,1514,1,1,1,0,1,1,6,0,2073.03,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14,30,1,1190.18,1,18,8,2,0.25,1294,1,1,1,0,1,1,5,0,1130.67,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,14,0,1448.04,1,16,20,1,0.05,1401,1,1,1,0,1,1,2,0,1375.64,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
12,14,1,1459.48,0,0,12,0,0.0,910,1,1,1,0,1,1,6,0,1386.51,0,0,0.95,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
8,14,1,636.07,0,0,28,0,0.0,1130,1,1,1,0,1,1,0,1,604.27,0,0,0.95,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0
12,14,1,2303.19,1,20,28,3,0.107,1487,1,1,1,0,1,1,2,0,2188.03,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,14,1,1473.73,0,0,23,1,0.043,145,1,1,1,0,1,1,4,0,1400.04,0,0,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,14,1,1667.9,0,0,10,2,0.2,580,1,1,1,0,1,1,6,0,1584.5,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
16,14,0,220.69,1,19,12,1,0.083,441,1,1,1,0,1,1,0,1,209.66,0,0,0.95,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
20,14,0,751.84,0,0,26,2,0.077,1797,1,1,1,0,1,1,2,0,714.25,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,30,1,2209.7,1,7,2,2,1.0,1368,1,1,1,0,1,1,2,0,2099.21,0,0,0.95,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
9,14,1,1804.79,0,0,20,0,0.0,1127,1,1,1,0,1,1,3,0,1714.55,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
15,14,0,713.18,1,9,26,3,0.115,1655,1,1,1,0,1,1,1,1,677.52,0,1,0.95,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
13,14,1,1507.75,1,9,5,3,0.6,377,2,1,1,0,1,1,1,1,1432.36,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
17,30,1,2348.15,0,0,7,1,0.143,1137,1,1,1,0,1,1,6,0,2230.74,0,1,0.95,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
6,14,1,3333.58,1,20,9,3,0.333,395,1,1,1,0,1,1,1,1,3031.65,0,1,0.9094,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0
6,14,1,200.0,0,0,28,3,0.107,1729,1,1,1,0,1,1,6,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
10,7,0,701.29,0,0,2,2,1.0,95,1,1,1,0,1,1,1,1,666.23,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17,14,0,1169.13,1,22,1,0,0.0,210,1,1,1,0,1,1,2,0,1110.67,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
2,14,1,1996.12,1,29,4,9,1.0,176,1,1,1,0,0,0,1,1,1930.22,0,3,0.967,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
11,14,1,200.0,0,0,25,1,0.04,1334,2,1,1,0,1,1,6,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
19,7,0,1548.51,1,20,24,2,0.083,359,1,1,1,0,1,1,0,1,1471.08,0,0,0.95,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0
6,7,1,2784.77,1,17,9,9,1.0,372,2,1,1,0,0,0,1,1,2563.89,0,2,0.9207,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0
13,30,1,1003.83,0,0,16,0,0.0,604,1,0,1,0,1,1,2,0,953.64,0,2,0.95,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7,1,1084.15,0,0,17,1,0.059,1379,1,1,1,0,1,1,3,0,1029.94,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
7,14,1,2165.58,0,0,2,5,1.0,190,1,0,1,0,1,1,0,1,2058.0,0,1,0.9503,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
13,30,1,850.27,0,0,9,1,0.111,395,1,1,1,0,1,1,1,1,807.76,0,0,0.95,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0
19,14,0,1592.93,1,12,23,3,0.13,701,1,1,1,0,1,1,5,0,1513.28,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3,14,1,4153.17,1,49,8,3,0.375,83,1,0,1,1,1,1,2,0,3918.86,0,0,0.9436,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0
3,30,1,1340.25,0,0,22,3,0.136,674,1,1,1,0,1,1,5,0,1273.24,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,30,1,1507.9,0,0,28,2,0.071,692,1,1,1,0,1,1,4,0,1432.5,0,2,0.95,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
17,30,1,560.95,0,0,26,2,0.077,756,1,1,1,0,1,1,6,0,532.9,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
11,14,1,1385.58,0,0,29,0,0.0,640,1,1,1,0,1,1,4,0,1316.3,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30,1,1878.04,0,0,4,1,0.25,1388,1,1,1,0,1,1,4,0,1784.14,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,30,1,576.94,0,0,15,3,0.2,1103,1,1,1,0,1,1,0,1,548.09,0,2,0.95,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0
4,14,1,793.23,0,0,5,1,0.2,1196,1,1,1,0,1,1,3,0,753.57,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,7,0,217.69,0,0,17,2,0.118,121,1,1,1,0,1,1,2,0,206.81,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
5,14,1,1704.1,1,15,18,3,0.167,1749,1,1,1,0,1,1,0,1,1618.89,0,1,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,7,0,1692.85,0,0,2,3,1.0,265,1,1,1,0,1,1,4,0,1608.21,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,14,1,1441.72,0,0,15,3,0.2,756,1,1,1,0,1,1,4,0,1369.63,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
12,14,1,2400.93,1,14,11,3,0.273,731,1,1,1,0,1,1,4,0,2280.88,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6,30,1,1124.65,1,7,1,1,1.0,1178,1,1,1,0,1,1,3,0,1068.42,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,7,1,2115.6,0,0,9,2,0.222,1292,1,1,1,0,1,1,1,1,2009.82,0,0,0.95,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1
18,14,0,4484.42,1,47,2,8,1.0,330,3,0,0,0,1,1,2,0,4086.38,0,3,0.9112,1,0,1,0,0,1,0,1,1,2,0,0,0,0,1
